Block,Waktu (s)
430,0.014056682586669922
431,0.03214836120605469
432,0.0050737857818603516
433,0.03021240234375
434,0.15154695510864258
435,0.04661297798156738
436,0.026165246963500977
437,0.1832129955291748
438,0.008501052856445312
439,0.004428386688232422
440,0.005476713180541992
441,0.003012418746948242
442,0.04325675964355469
443,0.002000570297241211
444,0.02128314971923828
445,0.04559826850891113
446,0.0
447,0.36180806159973145
448,0.005251169204711914
449,0.05509066581726074
450,0.01406407356262207
451,0.007863283157348633
452,0.016996383666992188
453,0.010245561599731445
454,0.10750603675842285
455,0.012590408325195312
456,0.06007814407348633
457,0.04124164581298828
458,0.10639595985412598
459,0.21831989288330078
460,0.07138848304748535
461,0.2504301071166992
462,0.010446786880493164
463,0.015183448791503906
464,0.07419919967651367
465,0.010559558868408203
466,0.012090444564819336
467,0.03799915313720703
468,0.07658076286315918
469,0.010505199432373047
470,0.050750017166137695
471,0.026448965072631836
472,0.024519681930541992
473,0.026874303817749023
474,0.01100921630859375
475,0.01578235626220703
476,0.026802778244018555
477,0.23840117454528809
478,0.03882336616516113
479,0.05639219284057617
480,0.037651777267456055
481,0.12966394424438477
482,0.03661465644836426
483,0.09556746482849121
484,0.11277055740356445
485,0.054070472717285156
486,0.014243841171264648
