Block,Waktu (s)
1,0.36333775520324707
2,2.0554370880126953
3,0.06501436233520508
4,0.181748628616333
5,1.4406533241271973
6,1.143935203552246
7,0.12000536918640137
8,0.32373929023742676
9,0.46486616134643555
10,0.69573974609375
11,1.0892763137817383
12,1.204627275466919
13,1.2312641143798828
14,1.8937993049621582
15,2.6113555431365967
16,0.9578654766082764
17,0.08526349067687988
18,1.2544629573822021
19,2.3363397121429443
20,0.11143183708190918
21,0.16666436195373535
22,0.1264641284942627
23,0.3365199565887451
24,0.11674833297729492
25,0.6825761795043945
26,0.5554599761962891
27,1.600921869277954
28,0.015475749969482422
29,0.42646193504333496
30,0.6554911136627197
31,0.09009861946105957
32,1.422743797302246
33,0.8283877372741699
34,1.9611825942993164
35,0.24320411682128906
36,0.15244269371032715
37,0.1148378849029541
38,0.592278242111206
39,0.07869458198547363
40,0.14144468307495117
41,0.1889500617980957
42,0.0365138053894043
43,0.438122034072876
44,0.48313331604003906
45,1.7172448635101318
46,1.695751428604126
47,0.8632826805114746
48,0.1930248737335205
49,0.1884465217590332
50,0.45845937728881836
51,0.8021636009216309
52,0.5078511238098145
53,0.8985755443572998
54,0.05920672416687012
55,0.5513663291931152
56,0.02702164649963379
57,0.07811403274536133
58,0.21730566024780273
59,0.10255241394042969
60,0.4363400936126709
61,0.39366817474365234
62,1.5277771949768066
63,0.11050224304199219
64,0.06841802597045898
65,0.1896343231201172
66,1.1454248428344727
67,1.6238391399383545
68,1.272181510925293
69,0.07866406440734863
70,0.16390132904052734
71,0.4448721408843994
72,0.3759934902191162
73,0.9480652809143066
74,1.4641530513763428
75,0.36683011054992676
76,0.16260242462158203
77,0.6157498359680176
78,0.15197372436523438
79,1.4585635662078857
80,2.7997312545776367
81,0.2161998748779297
82,0.32651519775390625
83,0.12208104133605957
84,1.3982479572296143
85,0.027650833129882812
86,0.07729625701904297
87,0.935537576675415
88,0.4228792190551758
89,0.12140607833862305
90,0.1251072883605957
91,0.5465083122253418
92,0.5752112865447998
93,0.7574522495269775
94,0.2375044822692871
95,0.4388260841369629
96,0.43416547775268555
97,0.012951135635375977
98,2.114401340484619
99,0.9960484504699707
100,2.196481704711914
101,0.1094205379486084
102,0.009426593780517578
103,0.0019910335540771484
104,1.7263526916503906
105,2.185380220413208
106,0.719395637512207
107,0.5986192226409912
108,0.39114999771118164
109,0.3197059631347656
110,0.00751948356628418
111,1.0382533073425293
112,0.7393412590026855
113,0.06363677978515625
114,0.7530629634857178
115,0.33248114585876465
116,1.265615701675415
117,0.41809701919555664
118,0.1428966522216797
119,0.15276455879211426
120,0.2796971797943115
121,0.8699743747711182
122,0.5795309543609619
123,0.17941045761108398
124,0.09960603713989258
125,0.018732547760009766
126,0.22194433212280273
127,0.1392521858215332
128,0.3054840564727783
129,0.22391057014465332
130,0.5755693912506104
131,0.9492995738983154
132,0.018100976943969727
133,1.3370623588562012
134,0.05942702293395996
135,0.18305015563964844
136,1.2475917339324951
137,1.3479411602020264
138,0.09232378005981445
139,0.7200613021850586
140,0.37879109382629395
141,1.0641121864318848
142,0.19485044479370117
143,0.29944324493408203
144,0.5127160549163818
145,0.019012451171875
146,1.008166790008545
147,0.6757626533508301
148,0.9055125713348389
149,0.7482421398162842
150,1.1003906726837158
151,0.22248268127441406
152,0.34085607528686523
153,1.2155523300170898
154,0.3797156810760498
155,0.013535261154174805
156,1.7018520832061768
157,1.2178301811218262
158,0.016797780990600586
159,0.711627721786499
160,0.2239837646484375
161,0.09636306762695312
162,0.3778214454650879
163,0.15871405601501465
164,0.8390164375305176
165,0.596677303314209
166,1.9433655738830566
167,0.3313872814178467
168,0.1487107276916504
169,0.5487391948699951
170,2.006136894226074
171,1.442789077758789
172,0.7272403240203857
173,0.49830126762390137
174,0.7638790607452393
175,0.0952455997467041
176,0.3039267063140869
177,2.283802032470703
178,1.911294937133789
179,0.10378909111022949
180,0.6352155208587646
181,0.05912947654724121
182,1.1134440898895264
183,0.48482298851013184
184,0.47306108474731445
185,0.5376567840576172
186,0.3154737949371338
187,0.18671822547912598
188,1.6475508213043213
189,0.36927151679992676
190,0.45749735832214355
191,0.4643285274505615
192,2.2311952114105225
193,0.2438793182373047
194,0.4430270195007324
195,2.3703503608703613
196,2.3802573680877686
197,0.5274252891540527
198,1.6212964057922363
199,0.7836298942565918
200,0.37256908416748047
201,2.358964681625366
202,0.10648369789123535
203,0.7735471725463867
204,0.7238845825195312
205,0.29645562171936035
206,0.4264357089996338
207,0.819941520690918
208,0.4305379390716553
209,0.43120694160461426
210,0.06371665000915527
211,1.3573882579803467
212,0.25005292892456055
213,1.0437886714935303
214,0.20151066780090332
215,0.6596708297729492
216,0.25539326667785645
217,0.23317670822143555
218,1.6012823581695557
219,0.4434382915496826
220,0.3258340358734131
221,0.024018049240112305
222,0.9934313297271729
223,0.0
224,0.4036092758178711
225,0.2675316333770752
226,1.7442686557769775
227,0.6270108222961426
228,1.7396390438079834
229,0.12433624267578125
230,0.7211284637451172
231,0.1889808177947998
232,0.2504441738128662
233,0.2751123905181885
234,0.49140477180480957
235,0.9119820594787598
236,1.0093073844909668
237,0.37117886543273926
238,0.9279592037200928
239,0.69046950340271
240,0.5545108318328857
241,0.51462721824646
242,0.7239179611206055
243,0.12873172760009766
244,0.5205874443054199
245,0.09746551513671875
246,1.3459887504577637
247,0.06832146644592285
248,0.41188549995422363
249,1.2129926681518555
250,0.11340785026550293
251,1.5236475467681885
252,0.06772065162658691
253,0.6316382884979248
254,0.34752559661865234
255,0.5458340644836426
256,1.3066294193267822
257,1.2413482666015625
258,0.2312610149383545
259,0.22611618041992188
260,1.2231154441833496
261,0.08895540237426758
262,0.02315688133239746
263,0.057843685150146484
264,1.0274596214294434
265,0.8381707668304443
266,0.7093789577484131
267,0.08004045486450195
268,0.01652216911315918
269,0.3185615539550781
270,0.8816661834716797
271,0.022383451461791992
272,0.14820480346679688
273,0.20755863189697266
274,0.6157727241516113
275,0.7271854877471924
276,0.5425472259521484
277,0.3428661823272705
278,0.06280660629272461
279,0.4349391460418701
280,0.20141172409057617
281,1.0188050270080566
282,0.3818027973175049
283,0.14333510398864746
284,0.12989544868469238
285,0.572136402130127
286,0.6470561027526855
287,0.7002067565917969
288,0.23082900047302246
289,0.5059299468994141
290,0.06986594200134277
291,1.313464879989624
292,1.203239917755127
293,0.6077516078948975
294,0.27971649169921875
295,0.15572714805603027
296,0.7837400436401367
297,0.4882473945617676
298,0.16832685470581055
299,2.0868422985076904
300,0.8085041046142578
301,0.9094531536102295
302,1.0686159133911133
303,0.38120388984680176
304,0.5684881210327148
305,1.1873841285705566
306,1.1055607795715332
307,0.6827292442321777
308,0.4606451988220215
309,0.22385692596435547
310,1.1550567150115967
311,0.18813014030456543
312,0.7154030799865723
313,0.14142179489135742
314,1.1670629978179932
315,1.500824213027954
316,0.07195663452148438
317,0.15161919593811035
318,1.1308467388153076
319,0.3468937873840332
320,0.21005892753601074
321,0.2946760654449463
322,0.010506391525268555
323,0.8655261993408203
324,0.32967448234558105
325,0.9210293292999268
326,0.7411415576934814
327,0.7295289039611816
328,0.07021832466125488
329,1.5039443969726562
330,0.17499256134033203
331,0.3581268787384033
332,0.24721813201904297
333,0.008010387420654297
334,0.11438584327697754
335,0.12903761863708496
336,0.8552539348602295
337,0.6100375652313232
338,0.6408224105834961
339,0.8516302108764648
340,0.35448503494262695
341,1.0071730613708496
342,0.49732279777526855
343,0.059248924255371094
344,1.0077719688415527
345,0.15167856216430664
346,1.2830569744110107
347,0.21405696868896484
348,0.011532068252563477
349,3.4670066833496094
350,0.027746200561523438
351,0.1511521339416504
352,0.12402606010437012
353,0.17615795135498047
354,0.5187933444976807
355,0.40262770652770996
356,0.15005087852478027
357,0.9184229373931885
358,0.5050959587097168
359,0.2317671775817871
360,0.16060280799865723
361,0.37306761741638184
362,1.6724669933319092
363,0.09993815422058105
364,0.33370327949523926
365,0.058394432067871094
366,0.4232451915740967
367,0.4703989028930664
368,0.5860090255737305
369,0.3165915012359619
370,0.3576505184173584
371,0.6259799003601074
372,0.1364898681640625
373,0.22772526741027832
374,0.3637399673461914
375,0.9383971691131592
376,0.0566706657409668
377,0.657555341720581
378,0.1634352207183838
379,0.929776668548584
380,1.072645902633667
381,0.3554508686065674
382,0.35851263999938965
383,0.059508323669433594
384,0.9648218154907227
385,0.5830342769622803
386,0.3924684524536133
387,0.016674518585205078
388,1.294858455657959
389,2.1907718181610107
390,0.1731884479522705
391,0.7553672790527344
392,1.2361805438995361
393,0.25144243240356445
394,0.9273478984832764
395,0.6090490818023682
396,0.4584691524505615
397,0.9062120914459229
398,0.16035699844360352
399,0.5050637722015381
400,0.012050151824951172
401,1.2069637775421143
402,1.0585439205169678
403,0.20299124717712402
404,0.11971640586853027
405,0.5199291706085205
406,0.013197898864746094
407,0.36948084831237793
408,0.38077473640441895
409,1.173576831817627
410,0.41588616371154785
411,0.8305001258850098
412,0.20553016662597656
413,0.6004409790039062
414,0.1680774688720703
415,0.05203723907470703
416,0.09061503410339355
417,0.5069329738616943
418,0.765472412109375
419,0.11715507507324219
420,0.41138291358947754
421,1.0300607681274414
422,1.3158526420593262
423,1.102799415588379
424,1.4322412014007568
425,3.4385344982147217
426,1.3287572860717773
427,0.31987929344177246
428,0.9655535221099854
429,0.40698933601379395
430,0.22750496864318848
431,0.08637428283691406
432,1.1329076290130615
433,2.0776495933532715
434,1.5398800373077393
435,0.07608389854431152
436,2.650550365447998
437,0.47329068183898926
438,1.0083370208740234
439,0.029101848602294922
440,0.24954700469970703
441,0.23285341262817383
442,1.3536560535430908
443,1.0362153053283691
444,0.5854430198669434
445,0.6295146942138672
446,0.5761299133300781
447,0.13993287086486816
448,0.026031970977783203
449,1.2595295906066895
450,0.2806072235107422
451,0.12278628349304199
452,0.6324915885925293
453,0.5098884105682373
454,2.438805341720581
455,0.9723060131072998
456,1.080451250076294
457,0.014016389846801758
458,0.6306204795837402
459,0.4114820957183838
460,0.21012473106384277
461,0.014026641845703125
462,0.8705620765686035
463,0.10323095321655273
464,0.003504514694213867
465,1.1554758548736572
466,0.017025470733642578
467,0.0765383243560791
468,3.526977062225342
469,0.0978536605834961
470,1.7947394847869873
471,0.4976353645324707
472,0.2507970333099365
473,0.08006811141967773
474,0.09434628486633301
475,0.14593100547790527
476,0.22583937644958496
477,0.07669806480407715
478,0.3941352367401123
479,0.05315756797790527
480,0.5757184028625488
481,0.6408629417419434
482,0.07591700553894043
483,0.21009325981140137
484,0.06509160995483398
485,0.24971747398376465
486,0.9377288818359375
487,0.1833486557006836
488,0.04984307289123535
489,0.22228622436523438
490,0.2221534252166748
491,0.505479097366333
492,0.07063531875610352
493,0.36005425453186035
494,0.4900636672973633
495,1.0058026313781738
496,0.14802145957946777
497,2.4911091327667236
498,0.2417011260986328
499,0.41782450675964355
500,2.391782283782959
